,label,neuron_12,neuron_11,neuron_10,neuron_9,neuron_8,neuron_7,neuron_6,neuron_5,neuron_4,neuron_3,neuron_2,neuron_1
33964,7,6,34,50,39,41,0,14,29,12,11,51,36
33965,1,50,33,37,13,39,7,43,44,27,20,16,48
33966,3,39,41,55,23,44,19,3,25,38,47,12,43
33967,2,6,23,2,33,5,45,29,54,46,7,47,20
33968,5,33,59,35,50,40,20,7,45,37,57,13,2
33969,3,18,27,13,41,25,23,43,52,51,53,31,4
33970,3,52,47,51,18,55,4,27,41,3,31,23,12
33971,4,4,19,3,7,32,10,37,29,8,36,34,35
33972,5,53,27,19,7,2,1,58,52,51,44,18,46
33973,5,8,39,7,3,59,33,9,37,0,16,6,1
33974,9,0,30,26,3,55,16,7,37,6,5,50,36
33975,6,37,43,31,47,12,27,46,5,33,15,52,7
33976,9,38,2,57,20,12,25,44,21,49,50,26,29
33977,7,52,0,3,29,58,6,7,51,54,8,36,34
33978,0,58,4,45,42,7,44,18,9,22,13,5,23
33979,8,0,42,34,19,52,55,50,2,23,58,8,39
33980,6,52,10,11,57,56,21,25,15,32,53,35,13
33981,9,58,47,39,50,21,11,55,0,7,3,5,36
33982,2,37,38,27,35,53,18,33,59,12,49,21,10
33983,0,5,31,58,33,42,18,46,45,7,4,22,19
33984,6,21,8,58,46,54,27,59,57,35,52,15,42
33985,1,25,43,7,6,50,33,42,35,20,41,39,48
33986,3,52,57,4,46,31,43,51,18,53,5,17,25
33987,2,44,56,26,5,54,8,31,29,47,19,20,7
33988,7,11,8,51,54,0,29,37,41,7,50,14,36
33989,3,41,18,13,3,25,27,11,43,44,4,52,23
33990,9,45,53,29,57,21,12,11,58,52,10,54,24
33991,4,46,2,57,50,33,37,19,34,32,36,8,5
33992,1,16,7,47,11,30,51,50,26,17,36,40,28
33993,5,27,59,25,1,51,19,31,53,55,35,58,18
33994,4,4,35,10,44,38,6,18,8,24,27,37,30
33995,7,58,8,50,51,20,2,6,39,33,41,42,34
33996,7,57,27,14,54,53,3,0,47,6,38,36,30
33997,8,2,5,8,48,50,0,41,55,20,33,7,19
33998,1,13,29,51,17,59,26,57,50,36,30,40,28
33999,9,49,3,58,39,0,50,7,41,6,2,33,34
34000,4,17,18,26,20,7,21,58,5,12,4,27,24
34001,8,13,0,48,41,5,52,7,19,58,50,47,39
34002,5,50,33,43,16,7,13,37,45,2,35,34,57
34003,6,34,28,46,20,27,8,9,5,15,33,52,7
34004,1,42,38,39,16,11,13,27,2,37,34,48,28
34005,5,0,7,8,16,57,59,3,6,33,9,5,1
34006,3,28,3,21,37,59,1,27,31,5,53,33,18
34007,0,16,58,9,4,18,33,5,22,7,45,46,31
34008,1,5,26,51,11,36,57,47,50,30,17,28,40
34009,6,31,20,46,19,58,17,8,7,5,33,15,52
34010,1,56,38,37,51,54,27,3,5,35,0,43,4
34011,8,0,9,7,58,46,36,23,10,8,45,39,19
34012,6,21,57,59,32,56,19,38,12,6,43,54,37
34013,9,27,2,39,58,11,0,3,7,50,34,42,36
34014,0,19,9,43,35,16,3,44,37,38,31,51,22
34015,4,33,37,34,26,8,32,7,50,41,36,5,35
34016,0,21,57,29,2,11,54,53,45,10,52,44,18
34017,1,13,51,42,16,7,2,37,39,27,34,28,48
34018,3,6,12,51,55,4,2,38,3,25,21,47,50
34019,9,0,8,58,11,4,7,18,21,6,29,30,36
34020,8,16,59,52,21,55,12,1,27,2,51,11,10
34021,5,45,58,7,42,8,41,39,4,27,16,0,46
34022,4,11,35,4,41,52,12,27,30,18,10,37,24
34023,3,44,47,31,13,53,35,27,55,3,43,25,4
34024,6,18,41,55,1,5,11,33,9,52,47,15,7
34025,0,37,8,9,13,12,23,45,52,53,5,7,18
34026,3,13,57,55,11,32,50,46,3,17,43,25,2
34027,4,50,6,27,33,7,42,43,41,2,5,34,35
34028,4,18,20,4,3,12,58,21,29,37,7,27,24
34029,8,10,0,19,42,7,58,29,13,23,50,41,39
34030,8,44,48,58,51,35,56,39,47,46,52,21,0
34031,9,4,55,21,3,58,5,19,39,30,7,42,36
34032,7,44,57,30,37,11,53,18,7,45,32,51,24
34033,1,50,33,42,27,37,2,6,20,35,34,39,48
34034,8,4,45,21,25,17,44,13,27,50,52,53,2
34035,4,10,4,7,29,3,37,57,19,8,36,32,34
34036,0,35,29,2,42,54,59,9,10,22,25,13,52
34037,0,53,9,46,18,22,4,5,45,33,7,31,19
34038,1,50,52,16,3,51,57,58,29,4,0,17,40
34039,5,16,0,6,5,42,13,39,7,1,50,45,57
34040,8,41,25,32,26,12,38,18,21,16,57,59,2
34041,5,49,54,1,45,57,55,58,51,59,33,53,20
34042,8,5,9,47,33,48,52,0,23,8,58,51,39
34043,4,58,59,37,35,10,33,29,3,19,8,36,32
34044,9,57,11,27,38,18,0,17,6,3,30,29,24
34045,0,7,9,22,46,33,58,45,5,31,18,12,19
34046,6,27,9,17,35,55,46,15,11,20,10,32,42
34047,7,0,39,51,7,3,58,50,5,42,36,41,34
34048,3,59,10,56,55,38,39,27,21,37,8,50,28
34049,6,46,28,13,12,20,8,31,52,5,33,15,7
34050,5,47,57,21,5,48,55,51,59,12,18,31,1
34051,0,23,42,9,13,22,46,45,33,5,19,7,18
34052,9,38,36,44,25,15,32,48,14,26,49,50,29
34053,1,13,42,33,50,7,2,28,20,37,27,39,48
34054,0,46,4,54,9,31,18,22,12,45,19,58,33
34055,7,29,7,0,36,54,50,58,41,42,8,51,34
34056,2,55,37,47,5,56,18,16,25,13,41,43,50
34057,0,54,59,58,18,33,5,45,22,19,46,7,31
34058,3,44,54,27,11,48,51,39,57,43,38,17,2
34059,6,5,46,34,9,43,36,53,33,47,27,52,7
34060,6,37,12,43,25,5,52,46,47,31,27,18,7
34061,8,48,19,33,31,55,47,16,52,58,41,35,0
34062,2,38,49,56,20,55,47,10,50,21,5,33,37
34063,9,52,34,39,7,11,41,21,0,50,3,58,36
34064,0,35,48,40,51,25,9,38,37,56,43,50,22
34065,5,6,55,1,7,5,37,9,16,0,33,57,59
34066,9,41,13,7,30,53,29,21,3,58,6,36,18
34067,4,59,5,7,57,50,20,37,19,2,8,32,34
34068,8,18,52,25,41,55,27,13,10,50,53,44,2
34069,7,0,41,54,39,50,6,7,2,8,51,42,34
34070,0,12,38,48,45,35,37,13,22,18,9,31,10
34071,6,58,47,50,8,15,37,2,49,12,33,5,7
34072,9,44,41,10,0,27,8,29,21,6,30,39,24
34073,0,13,37,18,4,6,33,7,22,45,5,46,31
34074,1,34,56,33,7,16,36,50,40,17,47,11,28
34075,8,48,8,33,13,39,19,55,41,50,0,58,23
34076,3,12,59,38,41,47,17,48,51,31,21,18,43
34077,1,2,55,6,33,43,50,39,7,20,35,41,48
34078,2,21,27,38,48,51,37,0,11,2,39,43,50
34079,7,7,8,58,52,50,0,3,6,36,32,42,34
34080,1,2,27,48,7,50,51,47,17,34,11,36,28
34081,7,3,2,50,57,0,51,6,33,29,32,54,34
34082,5,50,27,52,44,41,53,46,2,4,10,12,25
34083,1,35,50,27,7,33,43,6,13,16,44,20,48
34084,0,4,49,22,9,53,21,18,33,31,45,58,12
34085,3,1,10,33,31,16,5,18,47,41,0,7,3
34086,0,5,53,13,22,12,7,9,58,44,23,18,52
34087,2,58,7,9,8,5,29,54,45,53,19,47,20
34088,7,6,53,3,32,30,0,55,37,50,54,14,36
34089,3,27,52,1,35,31,20,5,18,47,41,33,3
34090,9,52,7,55,27,0,51,33,50,21,58,39,34
34091,1,25,39,50,7,33,43,6,44,35,20,41,48
34092,3,21,48,2,28,51,5,16,44,43,1,37,17
34093,4,50,34,6,37,46,7,5,2,32,57,33,47
34094,7,11,21,4,3,51,54,30,38,42,47,6,36
34095,2,29,37,5,51,31,7,55,56,46,54,6,20
34096,1,9,17,58,57,19,30,5,0,13,50,11,40
34097,0,23,43,45,37,12,46,7,6,16,5,31,33
34098,8,21,12,13,41,35,48,55,25,51,57,2,11
34099,0,59,49,50,46,58,5,7,31,6,20,12,33
34100,6,35,26,32,15,20,51,46,37,48,38,59,40
34101,4,2,57,44,37,5,25,19,50,20,33,32,8
34102,4,3,20,27,37,44,38,21,43,7,24,26,12
34103,9,5,42,12,6,58,52,23,8,54,7,34,36
34104,9,6,7,41,30,21,29,52,58,54,12,24,53
34105,3,47,52,51,43,23,55,41,18,3,53,4,31
34106,6,21,40,48,10,54,38,59,32,13,56,37,15
34107,8,55,41,39,5,48,47,50,0,7,33,19,23
34108,8,41,19,37,8,35,29,44,12,10,52,25,2
34109,4,59,50,33,36,57,37,34,19,2,32,5,8
34110,7,2,25,51,8,0,38,20,33,39,14,6,34
34111,7,33,39,32,0,2,50,6,54,51,29,41,34
34112,5,52,12,27,46,51,55,10,25,13,53,19,2
34113,2,5,56,55,45,8,46,47,54,7,29,19,20
34114,5,51,18,39,3,11,19,27,55,52,44,58,46
34115,5,57,21,31,51,12,54,17,3,53,13,55,25
34116,2,35,8,47,3,19,49,38,20,37,59,43,9
34117,6,58,20,19,12,49,52,31,13,15,5,33,7
34118,7,51,59,44,53,45,7,18,37,32,24,14,30
34119,3,33,13,39,49,52,53,18,4,55,41,3,31
34120,3,46,3,21,43,4,2,51,53,50,5,25,17
34121,6,47,49,20,31,9,12,59,46,5,15,33,7
34122,5,21,59,53,51,22,45,58,55,15,13,57,31
34123,9,52,3,4,58,6,46,12,7,23,29,36,34
34124,6,21,35,54,20,26,15,10,53,59,32,52,42
34125,6,43,46,27,20,47,8,5,28,52,33,15,7
34126,9,54,32,11,6,21,12,57,37,4,36,7,34
34127,3,25,52,53,5,55,3,43,18,4,41,35,31
34128,5,39,52,55,25,31,3,46,1,27,10,19,18
34129,2,24,7,55,41,54,20,19,8,56,29,47,0
34130,4,7,44,37,57,8,32,38,19,3,12,43,24
34131,2,5,50,26,58,7,20,8,54,29,19,56,47
34132,7,54,46,53,47,1,59,44,2,18,14,32,24
34133,4,35,7,2,36,58,5,33,50,19,8,32,34
34134,2,48,42,35,38,0,10,12,43,41,56,47,55
34135,6,50,36,49,54,9,15,8,20,5,33,46,7
34136,2,59,12,20,37,4,10,49,19,9,3,8,35
34137,5,19,49,20,58,35,7,55,33,51,0,59,57
34138,4,1,4,10,5,55,26,7,36,37,30,27,42
34139,5,3,39,8,58,57,6,29,7,16,9,59,1
34140,3,11,29,23,48,51,10,42,27,21,30,0,44
34141,1,49,51,50,7,28,2,42,27,37,39,34,48
34142,7,47,8,2,38,54,36,41,49,23,12,34,14
34143,3,58,23,55,10,8,12,38,47,4,29,19,44
34144,4,30,21,44,26,27,38,37,3,24,7,43,12
34145,3,12,46,51,50,13,4,53,3,21,43,17,25
34146,4,44,20,35,7,8,21,11,52,12,37,10,24
34147,9,24,19,29,13,3,58,44,30,10,18,12,11
34148,5,51,41,44,10,3,9,1,46,18,12,23,58
34149,7,0,6,5,58,45,3,57,7,54,32,36,34
34150,8,10,52,57,51,16,55,12,1,11,2,26,17
34151,8,8,42,52,12,55,50,58,10,0,41,39,23
34152,0,16,25,48,9,54,56,12,43,50,38,59,22
34153,7,29,57,49,0,2,50,51,39,41,54,58,34
34154,8,3,51,59,12,55,41,43,11,39,10,16,26
34155,2,7,56,10,54,5,46,31,29,8,47,19,20
34156,1,5,35,4,52,46,44,51,16,40,24,0,32
34157,2,43,54,10,58,56,5,24,29,20,8,19,47
34158,1,7,51,50,2,13,17,36,47,34,11,40,28
34159,5,41,31,39,7,18,46,53,4,1,3,5,33
34160,7,51,55,3,47,50,54,6,0,59,27,14,30
34161,7,29,25,50,48,2,34,51,20,42,39,41,33
34162,1,27,16,48,51,13,17,37,34,2,11,36,28
34163,9,18,12,5,4,23,37,46,7,8,6,36,34
34164,1,5,26,0,58,57,50,30,28,11,47,17,40
34165,8,2,34,33,0,55,5,19,50,39,8,7,23
34166,1,27,49,41,6,50,43,7,2,37,34,39,48
34167,2,0,31,54,19,46,5,56,29,8,47,7,20
34168,1,51,23,5,0,16,40,50,36,47,17,11,28
34169,1,13,44,50,35,7,43,33,39,6,20,41,48
34170,3,47,21,3,11,27,30,10,0,43,23,44,16
34171,3,27,51,52,41,55,5,18,43,53,3,4,31
34172,0,4,58,16,56,54,2,29,25,50,40,13,22
34173,1,25,50,7,44,43,35,33,6,55,41,20,48
34174,6,58,27,41,9,19,31,18,25,7,5,15,52
34175,3,5,51,25,52,18,35,3,43,55,53,4,31
34176,9,27,44,54,8,45,9,57,34,38,2,17,26
34177,0,44,9,29,19,56,25,13,4,31,35,16,22
34178,7,0,29,7,8,41,51,54,14,50,37,36,34
34179,1,57,0,51,5,30,11,32,47,50,17,36,40
34180,3,48,9,0,43,18,55,3,31,51,1,5,4
34181,2,47,1,23,21,27,12,54,55,17,43,38,49
34182,2,38,5,35,58,47,31,13,29,41,55,49,56
34183,3,25,53,4,27,3,44,18,47,12,17,43,2
34184,9,27,29,39,41,52,44,30,12,11,42,10,24
34185,4,21,38,26,7,54,29,11,10,12,37,27,30
34186,6,9,58,1,36,5,33,19,28,40,11,17,47
34187,5,59,27,12,8,10,2,1,19,41,25,3,46
34188,3,54,31,3,55,4,21,53,33,51,17,45,18
34189,6,21,12,9,46,19,32,10,56,6,54,37,15
34190,3,43,59,10,31,18,37,5,3,1,28,17,25
34191,7,53,45,21,11,38,39,44,18,8,24,30,14
34192,4,33,9,6,45,35,32,46,12,19,29,57,36
34193,8,12,41,35,55,23,27,52,39,0,16,10,11
34194,8,35,10,12,21,39,52,48,57,19,55,2,11
34195,9,59,44,27,18,0,3,30,1,53,7,58,24
34196,9,13,57,4,21,6,58,7,44,29,24,30,18
34197,0,13,10,19,59,12,9,54,38,56,22,16,50
34198,6,56,4,31,35,21,54,19,5,57,59,58,42
34199,1,3,59,51,57,52,32,47,5,0,17,30,40
34200,7,17,55,21,11,41,27,32,47,12,54,14,24
34201,2,17,48,54,5,33,38,42,55,4,49,43,21
34202,2,35,51,2,43,21,41,10,5,50,37,20,49
34203,3,11,57,46,1,25,4,47,23,17,18,43,44
34204,3,11,48,57,44,47,38,51,30,16,0,17,36
34205,4,54,6,24,17,43,10,12,11,38,27,37,30
34206,1,0,23,5,51,57,17,50,47,28,11,36,40
34207,7,47,51,55,27,11,14,21,0,3,54,38,36
34208,3,43,21,4,27,37,45,44,51,53,17,5,18
34209,8,21,44,8,50,52,19,46,55,23,10,0,39
34210,4,35,9,52,57,24,8,19,45,32,54,58,12
34211,9,52,58,50,1,5,53,0,7,3,36,6,30
34212,8,0,18,39,2,58,55,10,8,44,19,52,12
34213,0,1,9,23,2,40,54,4,29,50,44,16,22
34214,2,47,54,45,39,56,53,43,35,38,3,8,19
34215,1,59,27,0,29,11,47,40,51,50,36,17,28
34216,4,21,43,17,7,37,28,27,2,44,34,26,38
34217,2,48,10,5,45,42,54,55,8,21,53,43,49
34218,2,47,58,43,44,39,13,56,27,25,16,48,35
34219,3,52,2,21,3,44,43,13,4,53,17,5,25
34220,6,59,21,12,13,57,31,10,15,35,53,25,52
34221,4,11,4,54,38,10,44,7,29,27,24,30,37
34222,1,5,51,32,34,17,57,11,50,13,36,28,40
34223,7,23,14,47,10,50,21,3,0,54,27,38,36
34224,9,56,0,1,12,20,21,26,48,38,29,10,24
34225,8,54,52,35,12,19,8,50,29,10,46,0,39
34226,2,58,4,19,38,42,29,47,45,9,10,8,12
34227,9,46,0,58,42,8,3,29,7,18,36,6,30
34228,2,42,31,54,19,47,44,25,8,43,9,37,4
34229,7,45,17,53,54,10,29,6,51,39,18,30,24
34230,7,11,45,21,39,3,53,44,8,14,38,18,30
34231,7,21,11,59,53,58,44,6,18,7,54,30,24
34232,7,59,6,37,53,54,45,18,51,7,32,12,30
34233,7,3,59,6,54,53,44,27,0,17,14,38,30
34234,4,8,21,11,58,27,4,44,5,0,7,24,30
34235,3,21,53,11,4,25,18,47,13,17,43,44,23
34236,8,1,27,12,16,55,41,48,52,0,23,58,39
34237,0,54,59,18,45,33,21,9,31,13,42,10,52
34238,0,9,58,12,25,53,6,56,48,7,22,46,16
34239,3,39,1,27,48,3,57,17,11,18,38,2,44
34240,4,52,44,57,1,4,26,5,20,58,54,17,24
34241,1,29,59,47,51,36,50,26,57,30,17,28,40
34242,5,1,46,29,23,31,3,39,41,16,8,4,6
34243,8,1,5,52,8,19,35,51,55,39,0,11,58
34244,0,18,5,25,23,45,21,12,22,9,31,58,13
34245,7,41,11,59,39,32,44,51,45,18,7,24,14
34246,0,59,54,9,40,22,38,35,43,2,25,37,13
34247,6,33,46,54,31,8,27,32,57,35,52,15,42
34248,9,27,50,3,32,42,6,58,55,0,17,59,30
34249,4,44,10,32,24,43,6,8,38,12,35,37,30
34250,2,42,41,20,10,38,29,45,5,47,8,35,49
34251,0,12,42,54,58,25,35,9,59,13,22,21,56
34252,2,36,10,5,49,7,25,20,17,26,50,44,27
34253,2,33,5,9,8,54,42,45,37,49,55,43,21
34254,9,52,53,57,24,45,42,10,44,11,17,54,30
34255,6,45,37,31,49,17,9,10,20,52,15,42,32
34256,2,5,21,13,47,48,52,10,25,35,39,37,56
34257,8,21,56,1,39,0,27,52,58,55,16,35,11
34258,9,0,8,57,4,6,58,7,21,18,29,36,30
34259,3,21,4,9,46,27,47,11,3,17,44,23,25
34260,6,41,26,8,35,42,9,19,29,27,58,25,15
34261,1,51,23,5,16,57,0,17,47,50,11,36,40
34262,0,53,40,45,22,58,13,29,8,2,18,44,10
34263,1,3,0,5,51,50,28,47,57,36,30,17,40
34264,1,1,52,51,56,30,5,57,11,0,47,17,40
34265,7,48,41,3,21,18,6,54,29,12,51,14,30
34266,4,43,38,11,45,44,41,2,53,26,54,37,34
34267,7,51,29,38,21,12,54,55,3,27,0,14,30
34268,3,18,13,51,55,49,33,4,19,31,17,48,53
34269,1,5,26,0,59,51,50,47,36,28,30,17,40
34270,5,54,45,44,13,4,1,36,5,16,37,0,6
34271,6,21,49,9,20,6,59,37,56,54,10,32,15
34272,1,29,26,16,36,3,17,59,50,57,30,28,40
34273,0,49,22,45,53,52,58,59,57,31,13,42,21
34274,5,4,35,50,2,53,44,3,46,27,19,58,25
34275,4,26,0,38,29,50,27,3,11,12,10,37,30
34276,5,33,8,23,1,37,16,0,5,6,50,4,34
34277,6,21,52,49,35,26,20,9,54,10,31,15,32
34278,7,50,55,6,54,7,17,27,0,36,14,37,30
34279,4,12,44,43,48,24,35,38,10,54,37,27,30
34280,9,17,21,1,27,0,58,30,55,50,3,42,36
34281,4,21,11,6,38,12,50,52,10,27,4,37,30
34282,1,29,0,3,16,7,26,51,50,17,36,40,28
34283,0,9,35,56,22,54,53,59,10,52,13,25,21
34284,6,46,12,56,9,15,19,29,25,54,58,31,35
34285,6,17,12,27,37,21,35,53,54,9,10,32,15
34286,8,56,39,51,32,46,21,55,48,52,57,19,0
34287,2,38,36,51,16,40,14,6,47,17,20,32,49
34288,5,1,7,44,4,3,41,8,58,16,0,46,6
34289,3,55,9,12,11,17,50,14,3,25,2,27,44
34290,4,37,8,12,29,18,3,7,43,38,30,35,24
34291,1,29,0,5,47,11,51,50,57,17,28,36,40
34292,9,41,3,11,17,57,43,10,18,27,38,39,24
34293,3,55,38,21,48,11,47,4,43,17,2,44,25
34294,4,21,27,57,4,20,44,26,29,54,24,17,58
34295,6,52,33,37,53,45,17,9,11,15,42,10,32
34296,0,31,58,4,8,54,10,53,45,29,25,22,12
34297,8,25,35,21,12,39,43,51,1,2,19,10,11
34298,7,53,21,47,41,55,0,3,8,38,36,30,14
34299,5,53,51,3,25,11,12,1,23,41,44,6,46
34300,9,1,27,7,11,24,55,0,17,44,5,42,30
34301,9,4,17,19,11,8,44,21,58,12,18,29,24
34302,0,48,54,40,19,16,13,43,9,38,22,2,50
34303,4,4,36,59,12,11,52,50,0,3,30,37,10
34304,8,49,23,12,26,50,43,13,56,32,25,35,11
34305,0,59,10,31,22,56,52,21,9,25,42,35,13
34306,9,1,3,27,53,55,44,51,5,58,18,17,0
34307,7,12,53,11,44,51,21,54,29,18,6,7,30
34308,2,56,20,38,45,10,41,26,8,54,43,5,21
34309,5,7,57,35,32,43,53,37,18,6,33,59,1
34310,2,54,38,13,4,35,9,45,42,8,43,19,47
34311,8,35,3,55,51,23,19,8,12,39,11,10,0
34312,8,0,46,56,55,43,18,1,16,27,39,52,11
34313,8,12,19,10,31,1,35,11,55,16,52,58,39
34314,7,6,20,59,3,26,24,9,29,38,51,14,22
34315,3,18,43,27,52,12,47,23,17,3,53,25,44
34316,3,54,51,4,55,13,31,53,5,25,3,37,35
34317,7,21,54,53,3,27,41,51,39,29,36,30,14
34318,3,24,38,39,21,2,18,27,1,3,12,11,44
34319,8,35,21,16,10,52,23,55,39,48,0,51,11
34320,8,10,1,26,57,29,39,2,41,52,21,11,12
34321,9,25,52,41,39,10,11,3,29,21,58,18,24
34322,8,37,35,21,12,38,13,19,44,2,43,18,50
34323,2,44,1,57,41,47,36,32,20,2,5,17,49
34324,6,31,49,6,43,21,59,19,38,32,15,54,37
34325,5,8,41,37,59,58,46,1,31,25,3,18,6
34326,2,28,21,13,52,47,41,37,48,31,16,49,17
34327,3,23,13,57,19,11,18,51,12,17,44,25,53
34328,8,50,25,35,19,47,43,7,5,18,32,13,0
34329,1,31,27,51,56,7,36,50,40,47,11,17,28
34330,9,9,45,35,39,42,23,4,8,55,58,21,36
34331,7,21,39,54,53,12,55,3,6,38,30,14,36
34332,9,8,10,19,9,26,45,38,43,2,20,54,24
34333,3,12,21,27,18,23,11,4,25,47,43,17,44
34334,1,3,43,51,16,30,26,17,50,57,36,28,40
34335,9,6,44,38,57,41,58,10,12,21,18,29,24
34336,6,55,57,33,21,32,46,35,11,31,18,52,15
34337,1,30,57,5,16,0,58,28,50,11,17,47,40
34338,9,6,50,30,52,7,0,3,41,36,11,58,12
34339,9,19,29,25,26,18,2,57,13,46,12,38,24
34340,5,29,16,11,30,13,8,6,45,39,0,7,46
34341,9,15,18,57,17,21,44,46,11,12,8,29,24
34342,6,41,9,21,11,46,29,57,26,35,27,10,15
34343,6,27,31,21,49,16,9,53,10,35,54,32,15
34344,7,45,38,21,12,47,8,23,55,6,54,14,36
34345,0,16,35,40,54,56,29,9,59,13,10,31,22
34346,4,4,55,57,52,21,19,24,32,35,8,30,42
34347,9,3,21,11,58,39,44,0,10,24,29,8,30
34348,4,32,44,2,18,43,17,11,38,37,34,41,26
34349,4,18,11,59,3,10,27,7,29,37,24,17,30
34350,6,57,46,52,59,58,35,56,27,25,10,29,15
34351,3,57,3,39,43,52,23,4,1,17,18,47,44
34352,0,41,30,18,36,23,39,8,45,55,21,58,11
34353,7,27,55,53,3,54,18,47,36,39,38,14,30
34354,4,52,4,1,18,3,24,10,0,39,27,37,30
34355,0,12,21,13,54,31,16,9,37,59,10,22,56
34356,0,13,29,44,19,51,46,48,16,54,9,22,12
34357,4,12,52,21,11,35,36,6,4,37,10,27,30
34358,0,45,9,54,25,13,29,16,46,58,31,19,22
34359,1,0,16,30,51,47,26,11,50,36,17,28,40
34360,6,49,21,52,13,19,17,46,31,15,27,58,12
34361,4,45,6,32,10,30,54,12,8,44,4,24,35
34362,5,4,58,10,29,19,27,9,15,3,50,35,25
34363,3,52,55,31,46,51,44,53,5,4,43,18,17
34364,3,51,47,26,4,43,42,38,11,44,16,17,2
34365,5,34,45,59,33,36,0,20,6,50,16,42,37
34366,3,4,23,55,35,50,12,47,56,38,21,43,25
34367,4,52,12,30,6,50,29,35,10,37,11,36,27
34368,3,58,6,26,12,41,10,55,0,21,39,11,44
34369,0,53,45,9,52,22,25,10,59,31,42,13,21
34370,5,25,45,9,37,14,2,44,57,3,1,29,16
34371,2,41,1,54,55,42,21,48,38,43,5,17,49
34372,8,23,48,52,1,55,39,35,51,0,10,19,11
34373,1,52,33,27,5,50,0,58,39,28,11,17,47
34374,6,27,5,56,0,58,45,41,12,16,46,7,52
34375,8,21,41,23,52,19,51,57,55,39,10,0,11
34376,8,29,58,43,12,1,41,52,10,39,11,16,2
34377,9,19,4,41,12,11,10,24,21,18,29,58,30
34378,7,25,9,18,14,23,26,44,21,11,32,45,13
34379,4,26,4,36,6,12,37,11,10,29,27,35,30
34380,6,50,19,46,31,35,57,5,12,21,58,52,15
34381,0,9,26,51,59,54,20,31,6,49,22,7,12
34382,8,35,48,16,47,55,1,23,0,58,18,52,44
34383,1,52,16,51,30,17,0,47,50,11,32,36,40
34384,3,49,3,16,41,39,10,31,1,47,23,4,43
34385,2,29,21,52,36,10,35,49,27,8,38,12,41
34386,7,0,27,47,38,2,50,16,42,11,51,17,36
34387,3,41,55,51,23,43,27,25,18,21,12,11,47
34388,1,7,57,11,47,30,13,26,17,50,36,28,40
34389,4,8,35,54,58,12,9,19,45,52,32,42,30
34390,3,57,40,4,46,51,53,1,2,17,43,18,44
34391,5,23,58,12,16,31,5,8,55,6,9,33,1
34392,0,25,53,12,22,8,54,13,45,29,31,18,21
34393,6,53,11,27,7,19,5,31,12,58,15,13,52
34394,0,35,42,33,53,8,45,5,55,52,21,58,18
34395,7,7,44,21,32,53,11,51,30,12,45,18,14
34396,3,0,23,52,11,36,46,1,53,30,4,51,17
34397,8,44,57,23,18,43,25,38,2,1,10,11,12
34398,9,4,29,6,21,57,11,39,52,41,3,12,30
34399,9,55,3,6,7,2,51,21,50,5,0,36,34
34400,5,41,3,11,27,9,44,19,8,42,12,52,46
34401,0,54,31,9,16,14,48,51,56,29,12,22,59
34402,1,46,50,51,0,31,52,57,17,56,59,47,40
34403,1,26,36,5,58,30,0,51,11,40,28,47,17
34404,9,29,39,1,0,27,10,56,26,41,11,50,12
34405,2,43,34,47,56,52,19,49,10,35,41,8,12
34406,4,5,58,12,37,54,53,45,59,7,6,26,20
34407,3,56,50,14,19,43,21,23,55,47,12,38,25
34408,2,2,55,8,37,28,38,54,44,5,45,43,21
34409,4,9,6,44,24,12,10,38,8,32,37,19,30
34410,7,7,54,50,44,39,29,6,2,33,8,42,20
34411,5,49,9,5,59,7,3,6,20,0,16,33,57
34412,1,59,0,56,11,51,57,47,50,30,28,17,40
34413,6,49,27,31,41,19,12,33,17,5,52,58,15
34414,8,9,11,39,42,8,58,55,10,24,0,45,30
34415,7,3,54,53,36,51,11,30,21,45,18,12,14
34416,0,54,29,4,25,23,13,7,58,16,46,44,22
34417,8,11,55,2,25,41,18,23,10,52,44,39,12
34418,1,50,11,16,37,7,2,47,27,39,34,48,28
34419,9,57,26,52,58,42,0,6,3,21,55,50,36
34420,9,29,41,21,57,10,52,58,24,0,53,54,30
34421,0,25,2,38,51,54,44,50,48,9,16,22,12
34422,8,59,51,3,46,14,27,9,12,41,11,50,26
34423,1,59,0,16,51,26,11,50,36,47,17,40,28
34424,4,6,4,38,21,18,8,2,20,41,26,37,24
34425,2,10,13,48,23,39,20,38,41,55,0,56,12
34426,1,57,47,29,16,51,30,50,26,36,17,40,28
34427,3,55,43,46,9,44,21,12,17,47,11,4,25
34428,4,44,43,26,9,37,19,35,45,46,30,57,38
34429,4,34,5,26,21,58,12,33,50,17,27,7,36
34430,4,6,52,5,58,0,55,50,8,47,30,11,36
34431,5,0,39,46,6,8,9,58,18,4,12,1,23
34432,2,38,3,57,17,15,53,51,29,32,45,41,14
34433,6,21,17,11,55,25,27,19,31,12,15,58,52
34434,7,39,53,45,3,47,44,55,54,18,32,14,30
34435,7,8,55,3,6,51,39,23,54,34,36,12,14
34436,2,55,52,25,47,41,29,0,56,48,50,27,39
34437,8,41,19,59,31,21,11,18,10,58,12,25,52
34438,5,54,46,16,8,58,45,1,11,30,13,0,6
34439,9,12,25,38,44,4,6,52,23,57,21,11,29
34440,0,16,56,19,22,38,9,54,10,59,25,37,13
34441,2,2,42,52,10,17,5,20,38,27,1,21,49
34442,2,55,42,59,21,47,17,53,45,38,54,11,43
34443,2,47,20,56,34,10,43,27,8,12,38,41,21
